run_index,algorithm,duration,period,flowmonMode,seed,return_code,elapsed_seconds,decisions,handover_count,final_net,error
79,topsis-q,10.0,0.1,feed,279,0,12.7,100,6,0,
80,topsis-q,10.0,0.1,feed,280,0,20.3,100,2,0,
81,topsis-q,10.0,0.1,feed,281,0,12.9,100,6,0,
82,topsis-q,10.0,0.1,feed,282,0,13.6,100,4,0,
83,topsis-q,10.0,0.1,feed,283,0,12.8,100,4,0,
84,topsis-q,10.0,0.1,feed,284,0,12.5,100,4,0,
85,topsis-q,10.0,0.1,feed,285,0,12.2,100,2,0,
86,topsis-q,10.0,0.1,feed,286,0,13.1,100,4,0,
87,topsis-q,10.0,0.1,feed,287,0,18.0,100,4,0,
88,topsis-q,10.0,0.1,feed,288,0,13.3,100,4,0,
89,topsis-q,10.0,0.1,feed,289,0,12.1,100,2,0,
90,topsis-q,10.0,0.1,feed,290,0,12.0,100,4,0,
91,topsis-q,10.0,0.1,feed,291,0,13.1,100,6,0,
92,topsis-q,10.0,0.1,feed,292,0,19.6,100,4,0,
93,topsis-q,10.0,0.1,feed,293,0,14.5,100,2,0,
94,topsis-q,10.0,0.1,feed,294,0,13.1,100,4,0,
95,topsis-q,10.0,0.1,feed,295,0,18.2,100,4,0,
96,topsis-q,10.0,0.1,feed,296,0,13.1,100,4,0,
97,topsis-q,10.0,0.1,feed,297,0,11.9,100,2,0,
98,topsis-q,10.0,0.1,feed,298,0,17.8,100,2,0,
99,topsis-q,10.0,0.1,feed,299,0,14.9,100,6,0,
100,fuzzy-vho,10.0,0.1,feed,300,0,12.9,100,7,0,
101,fuzzy-vho,10.0,0.1,feed,301,0,13.2,100,9,0,
102,fuzzy-vho,10.0,0.1,feed,302,0,14.4,100,9,0,
103,fuzzy-vho,10.0,0.1,feed,303,0,18.7,100,9,0,
104,fuzzy-vho,10.0,0.1,feed,304,0,13.2,100,11,0,
105,fuzzy-vho,10.0,0.1,feed,305,0,13.0,100,9,0,
106,fuzzy-vho,10.0,0.1,feed,306,0,14.1,100,9,0,
107,fuzzy-vho,10.0,0.1,feed,307,0,13.4,100,9,0,
108,fuzzy-vho,10.0,0.1,feed,308,0,15.1,100,9,0,
109,fuzzy-vho,10.0,0.1,feed,309,0,16.6,100,9,0,
110,fuzzy-vho,10.0,0.1,feed,310,0,12.3,100,9,0,
111,fuzzy-vho,10.0,0.1,feed,311,0,14.0,100,7,0,
112,fuzzy-vho,10.0,0.1,feed,312,0,14.9,100,7,0,
113,fuzzy-vho,10.0,0.1,feed,313,0,12.6,100,9,0,
114,fuzzy-vho,10.0,0.1,feed,314,0,20.1,100,9,0,
115,fuzzy-vho,10.0,0.1,feed,315,0,12.8,100,7,0,
116,fuzzy-vho,10.0,0.1,feed,316,0,12.5,100,9,0,
117,fuzzy-vho,10.0,0.1,feed,317,0,12.4,100,7,0,
118,fuzzy-vho,10.0,0.1,feed,318,0,13.1,100,9,0,
119,fuzzy-vho,10.0,0.1,feed,319,0,16.3,100,9,0,
120,fuzzy-vho,10.0,0.1,feed,320,0,13.6,100,9,0,
121,fuzzy-vho,10.0,0.1,feed,321,0,17.8,100,7,0,
122,fuzzy-vho,10.0,0.1,feed,322,0,12.3,100,9,0,
123,fuzzy-vho,10.0,0.1,feed,323,0,11.8,100,9,0,
124,fuzzy-vho,10.0,0.1,feed,324,0,12.2,100,9,0,
125,fuzzy-vho,10.0,0.1,feed,325,0,12.5,100,9,0,
126,fuzzy-vho,10.0,0.1,feed,326,0,13.4,100,9,0,
127,fuzzy-vho,10.0,0.1,feed,327,0,12.0,100,9,0,
128,fuzzy-vho,10.0,0.1,feed,328,0,12.5,100,9,0,
129,fuzzy-vho,10.0,0.1,feed,329,0,13.2,100,11,0,
130,fuzzy-vho,10.0,0.1,feed,330,0,12.5,100,9,0,
131,fuzzy-vho,10.0,0.1,feed,331,0,16.7,100,7,0,
132,fuzzy-vho,10.0,0.1,feed,332,0,21.0,100,9,0,
133,fuzzy-vho,10.0,0.1,feed,333,0,13.4,100,11,0,
134,fuzzy-vho,10.0,0.1,feed,334,0,11.7,100,9,0,
135,fuzzy-vho,10.0,0.1,feed,335,0,11.9,100,9,0,
136,fuzzy-vho,10.0,0.1,feed,336,0,13.1,100,7,0,
137,fuzzy-vho,10.0,0.1,feed,337,0,12.6,100,9,0,
138,fuzzy-vho,10.0,0.1,feed,338,0,16.2,100,9,0,
139,fuzzy-vho,10.0,0.1,feed,339,0,12.7,100,9,0,
140,fuzzy-vho,10.0,0.1,feed,340,0,12.6,100,7,0,
141,fuzzy-vho,10.0,0.1,feed,341,0,13.4,100,7,0,
142,fuzzy-vho,10.0,0.1,feed,342,0,20.9,100,7,0,
143,fuzzy-vho,10.0,0.1,feed,343,0,13.6,100,9,0,
144,fuzzy-vho,10.0,0.1,feed,344,0,12.4,100,9,0,
145,fuzzy-vho,10.0,0.1,feed,345,0,12.7,100,7,0,
146,fuzzy-vho,10.0,0.1,feed,346,0,13.4,100,9,0,
147,fuzzy-vho,10.0,0.1,feed,347,0,19.1,100,11,0,
148,fuzzy-vho,10.0,0.1,feed,348,0,16.8,100,9,0,
149,fuzzy-vho,10.0,0.1,feed,349,0,15.4,100,7,0,
150,saw,10.0,0.1,feed,350,0,17.1,100,2,0,
151,saw,10.0,0.1,feed,351,0,15.7,100,2,0,
152,saw,10.0,0.1,feed,352,0,12.3,100,2,0,
153,saw,10.0,0.1,feed,353,0,13.0,100,2,0,
154,saw,10.0,0.1,feed,354,0,12.8,100,2,0,
155,saw,10.0,0.1,feed,355,0,13.7,100,2,0,
156,saw,10.0,0.1,feed,356,0,12.7,100,2,0,
157,saw,10.0,0.1,feed,357,0,12.6,100,2,0,
158,saw,10.0,0.1,feed,358,0,13.1,100,2,0,
159,saw,10.0,0.1,feed,359,0,12.6,100,2,0,
160,saw,10.0,0.1,feed,360,0,13.1,100,2,0,
161,saw,10.0,0.1,feed,361,0,13.2,100,2,0,
162,saw,10.0,0.1,feed,362,0,13.5,100,2,0,
163,saw,10.0,0.1,feed,363,0,13.1,100,2,0,
164,saw,10.0,0.1,feed,364,0,12.0,100,2,0,
165,saw,10.0,0.1,feed,365,0,13.2,100,2,0,
166,saw,10.0,0.1,feed,366,0,13.2,100,2,0,
167,saw,10.0,0.1,feed,367,0,12.0,100,2,0,
168,saw,10.0,0.1,feed,368,0,11.8,100,2,0,
169,saw,10.0,0.1,feed,369,0,12.8,100,2,0,
170,saw,10.0,0.1,feed,370,0,16.3,100,2,0,
171,saw,10.0,0.1,feed,371,0,13.2,100,2,0,
172,saw,10.0,0.1,feed,372,0,12.1,100,2,0,
173,saw,10.0,0.1,feed,373,0,12.3,100,2,0,
174,saw,10.0,0.1,feed,374,0,13.0,100,2,0,
175,saw,10.0,0.1,feed,375,0,15.1,100,2,0,
176,saw,10.0,0.1,feed,376,0,12.8,100,2,0,
177,saw,10.0,0.1,feed,377,0,16.9,100,2,0,
178,saw,10.0,0.1,feed,378,0,13.4,100,2,0,
179,saw,10.0,0.1,feed,379,0,13.2,100,2,0,
180,saw,10.0,0.1,feed,380,0,12.1,100,2,0,
181,saw,10.0,0.1,feed,381,0,12.8,100,2,0,
182,saw,10.0,0.1,feed,382,0,14.0,100,2,0,
183,saw,10.0,0.1,feed,383,0,15.8,100,2,0,
184,saw,10.0,0.1,feed,384,0,15.9,100,2,0,
185,saw,10.0,0.1,feed,385,0,20.8,100,2,0,
186,saw,10.0,0.1,feed,386,0,13.3,100,2,0,
