run_index,algorithm,duration,period,flowmonMode,seed,return_code,elapsed_seconds,decisions,handover_count,final_net,error
424,strongest-signal,10.0,0.1,feed,624,0,14.7,100,1,2,
425,strongest-signal,10.0,0.1,feed,625,0,23.0,100,2,0,
426,strongest-signal,10.0,0.1,feed,626,0,15.0,100,1,2,
427,strongest-signal,10.0,0.1,feed,627,0,13.9,100,2,0,
428,strongest-signal,10.0,0.1,feed,628,0,21.1,100,1,2,
429,strongest-signal,10.0,0.1,feed,629,0,12.6,100,2,0,
430,strongest-signal,10.0,0.1,feed,630,0,13.7,100,1,2,
431,strongest-signal,10.0,0.1,feed,631,0,14.0,100,1,2,
432,strongest-signal,10.0,0.1,feed,632,0,22.9,100,2,0,
433,strongest-signal,10.0,0.1,feed,633,0,13.3,100,2,0,
434,strongest-signal,10.0,0.1,feed,634,0,13.1,100,2,0,
435,strongest-signal,10.0,0.1,feed,635,0,21.1,100,2,0,
436,strongest-signal,10.0,0.1,feed,636,0,12.8,100,2,0,
437,strongest-signal,10.0,0.1,feed,637,0,19.8,100,1,2,
438,strongest-signal,10.0,0.1,feed,638,0,12.9,100,2,0,
439,strongest-signal,10.0,0.1,feed,639,0,14.1,100,1,2,
440,strongest-signal,10.0,0.1,feed,640,0,13.5,100,2,0,
441,strongest-signal,10.0,0.1,feed,641,0,13.9,100,2,0,
442,strongest-signal,10.0,0.1,feed,642,0,13.1,100,2,0,
443,strongest-signal,10.0,0.1,feed,643,0,14.5,100,1,2,
444,strongest-signal,10.0,0.1,feed,644,0,13.3,100,1,2,
445,strongest-signal,10.0,0.1,feed,645,0,24.4,100,1,2,
446,strongest-signal,10.0,0.1,feed,646,0,13.8,100,2,0,
447,strongest-signal,10.0,0.1,feed,647,0,13.5,100,2,0,
448,strongest-signal,10.0,0.1,feed,648,0,14.5,100,2,0,
449,strongest-signal,10.0,0.1,feed,649,0,14.0,100,1,2,
450,laavha-l,10.0,0.1,feed,650,0,14.3,100,2,0,
451,laavha-l,10.0,0.1,feed,651,0,23.7,100,2,0,
452,laavha-l,10.0,0.1,feed,652,0,13.9,100,0,0,
453,laavha-l,10.0,0.1,feed,653,0,13.4,100,0,0,
454,laavha-l,10.0,0.1,feed,654,0,14.8,100,2,0,
455,laavha-l,10.0,0.1,feed,655,0,13.5,100,0,0,
456,laavha-l,10.0,0.1,feed,656,0,17.3,100,0,0,
457,laavha-l,10.0,0.1,feed,657,0,14.4,100,0,0,
458,laavha-l,10.0,0.1,feed,658,0,14.0,100,2,0,
459,laavha-l,10.0,0.1,feed,659,0,22.5,100,2,0,
460,laavha-l,10.0,0.1,feed,660,0,12.8,100,2,0,
461,laavha-l,10.0,0.1,feed,661,0,13.4,100,0,0,
462,laavha-l,10.0,0.1,feed,662,0,13.2,100,2,0,
463,laavha-l,10.0,0.1,feed,663,0,13.6,100,0,0,
464,laavha-l,10.0,0.1,feed,664,0,13.9,100,2,0,
465,laavha-l,10.0,0.1,feed,665,0,19.8,100,0,0,
466,laavha-l,10.0,0.1,feed,666,0,24.3,100,0,0,
467,laavha-l,10.0,0.1,feed,667,0,13.6,100,2,0,
468,laavha-l,10.0,0.1,feed,668,0,22.9,100,0,0,
469,laavha-l,10.0,0.1,feed,669,0,22.4,100,2,0,
470,laavha-l,10.0,0.1,feed,670,0,14.4,100,2,0,
471,laavha-l,10.0,0.1,feed,671,0,14.6,100,2,0,
472,laavha-l,10.0,0.1,feed,672,0,17.4,100,0,0,
473,laavha-l,10.0,0.1,feed,673,0,15.0,100,2,0,
474,laavha-l,10.0,0.1,feed,674,0,22.8,100,0,0,
475,laavha-l,10.0,0.1,feed,675,0,15.8,100,2,0,
476,laavha-l,10.0,0.1,feed,676,0,13.7,100,0,0,
477,laavha-l,10.0,0.1,feed,677,0,13.7,100,2,0,
478,laavha-l,10.0,0.1,feed,678,0,13.9,100,0,0,
479,laavha-l,10.0,0.1,feed,679,0,24.3,100,2,0,
480,laavha-l,10.0,0.1,feed,680,0,14.2,100,0,0,
481,laavha-l,10.0,0.1,feed,681,0,13.4,100,2,0,
482,laavha-l,10.0,0.1,feed,682,0,13.0,100,0,0,
483,laavha-l,10.0,0.1,feed,683,0,15.0,100,2,0,
484,laavha-l,10.0,0.1,feed,684,0,13.5,100,2,0,
485,laavha-l,10.0,0.1,feed,685,0,24.6,100,2,0,
486,laavha-l,10.0,0.1,feed,686,0,13.9,100,0,0,
487,laavha-l,10.0,0.1,feed,687,0,14.0,100,0,0,
488,laavha-l,10.0,0.1,feed,688,0,14.2,100,0,0,
489,laavha-l,10.0,0.1,feed,689,0,13.6,100,2,0,
490,laavha-l,10.0,0.1,feed,690,0,10.2,100,2,0,
491,laavha-l,10.0,0.1,feed,691,0,10.6,100,2,0,
492,laavha-l,10.0,0.1,feed,692,0,11.4,100,2,0,
493,laavha-l,10.0,0.1,feed,693,0,18.8,100,2,0,
494,laavha-l,10.0,0.1,feed,694,0,15.1,100,2,0,
495,laavha-l,10.0,0.1,feed,695,0,12.1,100,0,0,
496,laavha-l,10.0,0.1,feed,696,0,18.3,100,2,0,
497,laavha-l,10.0,0.1,feed,697,0,12.0,100,0,0,
498,laavha-l,10.0,0.1,feed,698,0,11.6,100,0,0,
499,laavha-l,10.0,0.1,feed,699,0,19.5,100,0,0,
500,laavha-a,10.0,0.1,feed,700,0,19.1,100,2,0,
501,laavha-a,10.0,0.1,feed,701,0,15.8,100,2,0,
502,laavha-a,10.0,0.1,feed,702,0,16.7,100,2,0,
503,laavha-a,10.0,0.1,feed,703,0,18.9,100,2,0,
504,laavha-a,10.0,0.1,feed,704,0,15.4,100,2,0,
505,laavha-a,10.0,0.1,feed,705,0,16.9,100,2,0,
506,laavha-a,10.0,0.1,feed,706,0,15.5,100,2,0,
507,laavha-a,10.0,0.1,feed,707,0,19.3,100,2,0,
508,laavha-a,10.0,0.1,feed,708,0,17.2,100,2,0,
509,laavha-a,10.0,0.1,feed,709,0,21.3,100,2,0,
510,laavha-a,10.0,0.1,feed,710,0,15.8,100,2,0,
511,laavha-a,10.0,0.1,feed,711,0,16.8,100,2,0,
512,laavha-a,10.0,0.1,feed,712,0,15.5,100,2,0,
513,laavha-a,10.0,0.1,feed,713,0,15.1,100,2,0,
514,laavha-a,10.0,0.1,feed,714,0,17.7,100,2,0,
515,laavha-a,10.0,0.1,feed,715,0,16.6,100,2,0,
516,laavha-a,10.0,0.1,feed,716,0,16.2,100,2,0,
517,laavha-a,10.0,0.1,feed,717,0,15.9,100,2,0,
518,laavha-a,10.0,0.1,feed,718,0,20.7,100,2,0,
519,laavha-a,10.0,0.1,feed,719,0,21.2,100,2,0,
520,laavha-a,10.0,0.1,feed,720,0,15.1,100,2,0,
521,laavha-a,10.0,0.1,feed,721,0,20.2,100,2,0,
522,laavha-a,10.0,0.1,feed,722,0,20.1,100,2,0,
523,laavha-a,10.0,0.1,feed,723,0,16.4,100,2,0,
524,laavha-a,10.0,0.1,feed,724,0,14.3,100,2,0,
525,laavha-a,10.0,0.1,feed,725,0,15.2,100,2,0,
526,laavha-a,10.0,0.1,feed,726,0,15.4,100,2,0,
527,laavha-a,10.0,0.1,feed,727,0,15.2,100,2,0,
528,laavha-a,10.0,0.1,feed,728,0,16.1,100,2,0,
529,laavha-a,10.0,0.1,feed,729,0,18.2,100,2,0,
530,laavha-a,10.0,0.1,feed,730,0,16.9,100,2,0,
531,laavha-a,10.0,0.1,feed,731,0,20.2,100,2,0,
532,laavha-a,10.0,0.1,feed,732,0,15.5,100,2,0,
533,laavha-a,10.0,0.1,feed,733,0,16.4,100,2,0,
534,laavha-a,10.0,0.1,feed,734,0,16.8,100,2,0,
535,laavha-a,10.0,0.1,feed,735,0,19.0,100,2,0,
536,laavha-a,10.0,0.1,feed,736,0,15.5,100,2,0,
537,laavha-a,10.0,0.1,feed,737,0,15.9,100,2,0,
538,laavha-a,10.0,0.1,feed,738,0,21.8,100,2,0,
539,laavha-a,10.0,0.1,feed,739,0,20.1,100,2,0,
540,laavha-a,10.0,0.1,feed,740,0,22.2,100,2,0,
541,laavha-a,10.0,0.1,feed,741,0,19.4,100,2,0,
542,laavha-a,10.0,0.1,feed,742,0,19.3,100,2,0,
543,laavha-a,10.0,0.1,feed,743,0,20.8,100,2,0,
544,laavha-a,10.0,0.1,feed,744,0,20.4,100,2,0,
545,laavha-a,10.0,0.1,feed,745,0,22.9,100,2,0,
546,laavha-a,10.0,0.1,feed,746,0,21.9,100,2,0,
547,laavha-a,10.0,0.1,feed,747,0,18.3,100,2,0,
548,laavha-a,10.0,0.1,feed,748,0,21.5,100,2,0,
549,laavha-a,10.0,0.1,feed,749,0,20.0,100,2,0,
